nhgiscode,gjoin1970,gjoin1980,gjoin1990,gjoin2000,gjoin2010,gjoin2012,state,statefp,statenh,county,countyfp,countynh,tracta,name1970,name1980,name1990,name2000,name2010,name2012,r_wh_1970,r_wh_1980,r_wh_1990,r_wh_2000,r_wh_2010,r_bl_1970,r_bl_1980,r_bl_1990,r_bl_2000,r_bl_2010,r_ai_1970,r_ai_1980,r_ai_1990,r_ai_2000,r_ai_2010,r_as_1970,r_as_1980,r_as_1990,r_as_2000,r_as_2010,r_2m_2000,r_2m_2010,emp_tot_1970,emp_tot_1980,emp_tot_1990,emp_tot_2000,emp_tot_2012,emp_1970,emp_1980,emp_1990,emp_2000,emp_2012,emp_un_1970,emp_un_1980,emp_un_1990,emp_un_2000,emp_un_2012,pov_1970,pov_1980,pov_1990,pov_2000,pov_2012,pop_2012,pop_1980,pop_2000,pop_1970,pop_1990,pop_2010
G4701570020650,,G4701570020650,G4701570020650,,,,Tennessee,47,470,Shelby County,157,1570,20650,,State: 47 County: 157 Tract: 206.50,Tract 206.50,,,,,10334.0,12158.0,,,,72.0,338.0,,,,6.0,7.0,,,,72.0,248.0,,,,,,5184.0,7175.0,,,,4964.0,6909.0,,,,133.0,200.0,,,,249.0,275.0,,,0.0,10484.0,0.0,0.0,12751.0,0.0
G4701570020651,,,,G4701570020651,G4701570020651,G4701570020651,Tennessee,47,470,Shelby County,157,1570,20651,,,,Census Tract 206.51,Census Tract 206.51,"Census Tract 206.51, Shelby County, Tennessee",,,,5653.0,4114.0,,,,937.0,1955.0,,,,52.0,14.0,,,,171.0,236.0,48.0,123.0,,,,3892.0,3876.0,,,,3750.0,3514.0,,,,134.0,362.0,,,,377.0,485.0,0.0,0.0,6861.0,0.0,0.0,6442.0
G4701570020652,,,,G4701570020652,G4701570020652,G4701570020652,Tennessee,47,470,Shelby County,157,1570,20652,,,,Census Tract 206.52,Census Tract 206.52,"Census Tract 206.52, Shelby County, Tennessee",,,,5330.0,4698.0,,,,196.0,393.0,,,,18.0,6.0,,,,117.0,160.0,50.0,83.0,,,,3218.0,3378.0,,,,3115.0,3060.0,,,,97.0,318.0,,,,188.0,541.0,0.0,0.0,5711.0,0.0,0.0,5340.0
G4701570020700,G47015700207,G47015700207,G47015700207,G4701570020700,G4701570020700,G4701570020700,Tennessee,47,470,Shelby County,157,1570,20700,Tract  207,State: 47 County: 157 Tract: 207,Tract 207,Census Tract 207,Census Tract 207,"Census Tract 207, Shelby County, Tennessee",992.0,1153.0,1498.0,2023.0,2294.0,836.0,424.0,215.0,206.0,248.0,3.0,0.0,9.0,9.0,1.0,7.0,0.0,7.0,17.0,18.0,6.0,23.0,543.0,604.0,952.0,1237.0,1310.0,477.0,582.0,844.0,1222.0,1176.0,42.0,17.0,70.0,10.0,124.0,478.0,369.0,133.0,49.0,150.0,0.0,1577.0,2261.0,1838.0,1729.0,2584.0
G4701570020800,G47015700208,G47015700208,G47015700208,,,,Tennessee,47,470,Shelby County,157,1570,20800,Tract  208,State: 47 County: 157 Tract: 208,Tract 208,,,,1737.0,2896.0,6179.0,,,2643.0,2231.0,1886.0,,,1.0,0.0,13.0,,,0.0,0.0,30.0,,,,,1481.0,2193.0,4079.0,,,1375.0,2013.0,3846.0,,,106.0,162.0,225.0,,,1921.0,828.0,740.0,,,0.0,5127.0,0.0,4381.0,8108.0,0.0
G4701570020810,,,,G4701570020810,G4701570020810,G4701570020810,Tennessee,47,470,Shelby County,157,1570,20810,,,,Census Tract 208.10,Census Tract 208.10,"Census Tract 208.10, Shelby County, Tennessee",,,,1822.0,2460.0,,,,736.0,727.0,,,,2.0,3.0,,,,5.0,38.0,5.0,46.0,,,,1232.0,1967.0,,,,1194.0,1756.0,,,,38.0,204.0,,,,117.0,408.0,0.0,0.0,2570.0,0.0,0.0,3274.0
G4701570020820,,,,G4701570020820,G4701570020820,G4701570020820,Tennessee,47,470,Shelby County,157,1570,20820,,,,Census Tract 208.20,Census Tract 208.20,"Census Tract 208.20, Shelby County, Tennessee",,,,2513.0,6789.0,,,,298.0,783.0,,,,5.0,18.0,,,,58.0,501.0,19.0,115.0,,,,1535.0,4248.0,,,,1453.0,3981.0,,,,67.0,217.0,,,,142.0,487.0,0.0,0.0,2893.0,0.0,0.0,8206.0
G4701570020830,,,,G4701570020830,,,Tennessee,47,470,Shelby County,157,1570,20830,,,,Census Tract 208.30,,,,,,7587.0,,,,,873.0,,,,,4.0,,,,,158.0,,71.0,,,,,4936.0,,,,,4821.0,,,,,105.0,,,,,445.0,,0.0,0.0,8693.0,0.0,0.0,0.0
G4701570020831,,,,,G4701570020831,G4701570020831,Tennessee,47,470,Shelby County,157,1570,20831,,,,,Census Tract 208.31,"Census Tract 208.31, Shelby County, Tennessee",,,,,3138.0,,,,,506.0,,,,,9.0,,,,,171.0,,65.0,,,,,2135.0,,,,,2108.0,,,,,27.0,,,,,120.0,0.0,0.0,0.0,0.0,0.0,3889.0
G4701570020832,,,,,G4701570020832,G4701570020832,Tennessee,47,470,Shelby County,157,1570,20832,,,,,Census Tract 208.32,"Census Tract 208.32, Shelby County, Tennessee",,,,,6405.0,,,,,1556.0,,,,,23.0,,,,,304.0,,105.0,,,,,4660.0,,,,,4527.0,,,,,102.0,,,,,253.0,0.0,0.0,0.0,0.0,0.0,8393.0
G4701570020900,G47015700209,G47015700209,G47015700209,G4701570020900,G4701570020900,G4701570020900,Tennessee,47,470,Shelby County,157,1570,20900,Tract  209,State: 47 County: 157 Tract: 209,Tract 209,Census Tract 209,Census Tract 209,"Census Tract 209, Shelby County, Tennessee",817.0,1080.0,1013.0,1761.0,8164.0,532.0,696.0,547.0,505.0,1259.0,0.0,2.0,1.0,12.0,18.0,0.0,0.0,4.0,21.0,244.0,25.0,201.0,364.0,569.0,555.0,1278.0,4549.0,318.0,546.0,526.0,1222.0,4419.0,46.0,21.0,29.0,44.0,120.0,257.0,178.0,89.0,298.0,198.0,0.0,1778.0,2324.0,1349.0,1565.0,9886.0
G4701570021000,G47015700210,G47015700210,G47015700210,,,,Tennessee,47,470,Shelby County,157,1570,21000,Tract  210,State: 47 County: 157 Tract: 210,Tract 210,,,,1144.0,1578.0,2961.0,,,1372.0,755.0,675.0,,,0.0,0.0,4.0,,,1.0,0.0,18.0,,,,,844.0,1105.0,1895.0,,,751.0,1044.0,1818.0,,,93.0,56.0,77.0,,,1123.0,135.0,297.0,,,0.0,2333.0,0.0,2517.0,3658.0,0.0
G4701570021010,,,,G4701570021010,G4701570021010,G4701570021010,Tennessee,47,470,Shelby County,157,1570,21010,,,,Census Tract 210.10,Census Tract 210.10,"Census Tract 210.10, Shelby County, Tennessee",,,,3620.0,7981.0,,,,617.0,5672.0,,,,8.0,32.0,,,,97.0,956.0,46.0,271.0,,,,2351.0,8251.0,,,,2302.0,7704.0,,,,49.0,517.0,,,,199.0,958.0,0.0,0.0,4388.0,0.0,0.0,14912.0
G4701570021020,,,,G4701570021020,G4701570021020,G4701570021020,Tennessee,47,470,Shelby County,157,1570,21020,,,,Census Tract 210.20,Census Tract 210.20,"Census Tract 210.20, Shelby County, Tennessee",,,,2131.0,4187.0,,,,183.0,1661.0,,,,5.0,7.0,,,,30.0,276.0,7.0,74.0,,,,1340.0,3087.0,,,,1268.0,2949.0,,,,72.0,138.0,,,,170.0,408.0,0.0,0.0,2356.0,0.0,0.0,6205.0
G4701570021100,G47015700211,,,,,,Tennessee,47,470,Shelby County,157,1570,21100,Tract  211,,,,,,3712.0,,,,,1835.0,,,,,2.0,,,,,4.0,,,,,,,1877.0,,,,,1776.0,,,,,79.0,,,,,840.0,,,,,0.0,0.0,0.0,5553.0,0.0,0.0
G4701570021110,,G4701570021110,G4701570021110,,,,Tennessee,47,470,Shelby County,157,1570,21110,,State: 47 County: 157 Tract: 211.10,Tract 211.10,,,,,4021.0,9557.0,,,,412.0,755.0,,,,15.0,31.0,,,,53.0,154.0,,,,,,2416.0,6069.0,,,,2319.0,5775.0,,,,91.0,253.0,,,,428.0,419.0,,,0.0,4501.0,0.0,0.0,10497.0,0.0
G4701570021111,,,,G4701570021111,G4701570021111,G4701570021111,Tennessee,47,470,Shelby County,157,1570,21111,,,,Census Tract 211.11,Census Tract 211.11,"Census Tract 211.11, Shelby County, Tennessee",,,,2887.0,1752.0,,,,519.0,1341.0,,,,20.0,9.0,,,,162.0,488.0,85.0,123.0,,,,1961.0,2435.0,,,,1843.0,2296.0,,,,118.0,139.0,,,,346.0,643.0,0.0,0.0,3673.0,0.0,0.0,3713.0
G4701570021112,,,,G4701570021112,G4701570021112,G4701570021112,Tennessee,47,470,Shelby County,157,1570,21112,,,,Census Tract 211.12,Census Tract 211.12,"Census Tract 211.12, Shelby County, Tennessee",,,,5751.0,4163.0,,,,627.0,1262.0,,,,19.0,33.0,,,,238.0,1130.0,103.0,136.0,,,,3450.0,3620.0,,,,3264.0,3382.0,,,,159.0,238.0,,,,415.0,1306.0,0.0,0.0,6738.0,0.0,0.0,6724.0
G4701570021113,,,,G4701570021113,G4701570021113,G4701570021113,Tennessee,47,470,Shelby County,157,1570,21113,,,,Census Tract 211.13,Census Tract 211.13,"Census Tract 211.13, Shelby County, Tennessee",,,,2927.0,2117.0,,,,431.0,1223.0,,,,4.0,13.0,,,,87.0,449.0,42.0,75.0,,,,1913.0,2283.0,,,,1878.0,2200.0,,,,25.0,83.0,,,,66.0,357.0,0.0,0.0,3491.0,0.0,0.0,3877.0
G4701570021120,,G4701570021120,G4701570021120,,,,Tennessee,47,470,Shelby County,157,1570,21120,,State: 47 County: 157 Tract: 211.20,Tract 211.20,,,,,4152.0,8530.0,,,,710.0,973.0,,,,5.0,16.0,,,,43.0,145.0,,,,,,2888.0,6302.0,,,,2799.0,6059.0,,,,89.0,210.0,,,,168.0,534.0,,,0.0,4910.0,0.0,0.0,9664.0,0.0
G4701570021121,,,,G4701570021121,G4701570021121,G4701570021121,Tennessee,47,470,Shelby County,157,1570,21121,,,,Census Tract 211.21,Census Tract 211.21,"Census Tract 211.21, Shelby County, Tennessee",,,,3414.0,2539.0,,,,464.0,1970.0,,,,9.0,16.0,,,,263.0,258.0,83.0,118.0,,,,2719.0,2856.0,,,,2589.0,2665.0,,,,105.0,191.0,,,,293.0,512.0,0.0,0.0,4233.0,0.0,0.0,4901.0
G4701570021122,,,,G4701570021122,G4701570021122,G4701570021122,Tennessee,47,470,Shelby County,157,1570,21122,,,,Census Tract 211.22,Census Tract 211.22,"Census Tract 211.22, Shelby County, Tennessee",,,,4193.0,2918.0,,,,669.0,1858.0,,,,13.0,12.0,,,,379.0,727.0,84.0,111.0,,,,3321.0,2933.0,,,,3230.0,2823.0,,,,71.0,110.0,,,,276.0,966.0,0.0,0.0,5338.0,0.0,0.0,5626.0
G4701570021123,,,,G4701570021123,,,Tennessee,47,470,Shelby County,157,1570,21123,,,,Census Tract 211.23,,,,,,9466.0,,,,,1077.0,,,,,24.0,,,,,527.0,,133.0,,,,,6914.0,,,,,6753.0,,,,,152.0,,,,,396.0,,0.0,0.0,11227.0,0.0,0.0,0.0
G4701570021124,,,,,G4701570021124,G4701570021124,Tennessee,47,470,Shelby County,157,1570,21124,,,,,Census Tract 211.24,"Census Tract 211.24, Shelby County, Tennessee",,,,,3999.0,,,,,2624.0,,,,,33.0,,,,,935.0,,210.0,,,,,4622.0,,,,,4396.0,,,,,214.0,,,,,820.0,0.0,0.0,0.0,0.0,0.0,7801.0
G4701570021125,,,,,G4701570021125,G4701570021125,Tennessee,47,470,Shelby County,157,1570,21125,,,,,Census Tract 211.25,"Census Tract 211.25, Shelby County, Tennessee",,,,,2891.0,,,,,1036.0,,,,,14.0,,,,,345.0,,89.0,,,,,2197.0,,,,,2132.0,,,,,65.0,,,,,395.0,0.0,0.0,0.0,0.0,0.0,4375.0
G4701570021126,,,,,G4701570021126,G4701570021126,Tennessee,47,470,Shelby County,157,1570,21126,,,,,Census Tract 211.26,"Census Tract 211.26, Shelby County, Tennessee",,,,,2586.0,,,,,991.0,,,,,11.0,,,,,402.0,,80.0,,,,,2713.0,,,,,2582.0,,,,,131.0,,,,,234.0,0.0,0.0,0.0,0.0,0.0,4070.0
G4701570021130,,G4701570021130,,,,,Tennessee,47,470,Shelby County,157,1570,21130,,State: 47 County: 157 Tract: 211.30,,,,,,4001.0,,,,,65.0,,,,,7.0,,,,,31.0,,,,,,,2161.0,,,,,2054.0,,,,,102.0,,,,,105.0,,,,0.0,4104.0,0.0,0.0,0.0,0.0
G4701570021131,,,G4701570021131,,,,Tennessee,47,470,Shelby County,157,1570,21131,,,Tract 211.31,,,,,,6924.0,,,,,281.0,,,,,4.0,,,,,119.0,,,,,,,4434.0,,,,,4325.0,,,,,92.0,,,,,180.0,,,0.0,0.0,0.0,0.0,7328.0,0.0
G4701570021132,,,G4701570021132,,,,Tennessee,47,470,Shelby County,157,1570,21132,,,Tract 211.32,,,,,,3878.0,,,,,154.0,,,,,14.0,,,,,81.0,,,,,,,2482.0,,,,,2457.0,,,,,17.0,,,,,93.0,,,0.0,0.0,0.0,0.0,4127.0,0.0
G4701570021133,,,G4701570021133,G4701570021133,,,Tennessee,47,470,Shelby County,157,1570,21133,,,Tract 211.33,Census Tract 211.33,,,,,4862.0,7545.0,,,,166.0,535.0,,,,9.0,14.0,,,,91.0,315.0,,80.0,,,,3084.0,4719.0,,,,2972.0,4652.0,,,,97.0,58.0,,,,137.0,221.0,,0.0,0.0,8489.0,0.0,5128.0,0.0
G4701570021134,,,,G4701570021134,,,Tennessee,47,470,Shelby County,157,1570,21134,,,,Census Tract 211.34,,,,,,8829.0,,,,,868.0,,,,,20.0,,,,,476.0,,89.0,,,,,5927.0,,,,,5805.0,,,,,80.0,,,,,301.0,,0.0,0.0,10282.0,0.0,0.0,0.0
G4701570021135,,,,G4701570021135,G4701570021135,G4701570021135,Tennessee,47,470,Shelby County,157,1570,21135,,,,Census Tract 211.35,Census Tract 211.35,"Census Tract 211.35, Shelby County, Tennessee",,,,4592.0,3840.0,,,,314.0,1801.0,,,,12.0,14.0,,,,232.0,487.0,42.0,192.0,,,,3327.0,3449.0,,,,3223.0,3196.0,,,,64.0,253.0,,,,155.0,388.0,0.0,0.0,5192.0,0.0,0.0,6334.0
G4701570021136,,,,G4701570021136,G4701570021136,G4701570021136,Tennessee,47,470,Shelby County,157,1570,21136,,,,Census Tract 211.36,Census Tract 211.36,"Census Tract 211.36, Shelby County, Tennessee",,,,3033.0,3138.0,,,,221.0,1355.0,,,,0.0,18.0,,,,139.0,323.0,21.0,91.0,,,,1798.0,2912.0,,,,1721.0,2778.0,,,,61.0,134.0,,,,19.0,290.0,0.0,0.0,3414.0,0.0,0.0,4925.0
G4701570021137,,,,G4701570021137,G4701570021137,G4701570021137,Tennessee,47,470,Shelby County,157,1570,21137,,,,Census Tract 211.37,Census Tract 211.37,"Census Tract 211.37, Shelby County, Tennessee",,,,5918.0,5269.0,,,,488.0,1908.0,,,,13.0,34.0,,,,360.0,638.0,103.0,188.0,,,,4176.0,4820.0,,,,4032.0,4661.0,,,,108.0,159.0,,,,176.0,814.0,0.0,0.0,6882.0,0.0,0.0,8037.0
G4701570021138,,,,G4701570021138,G4701570021138,G4701570021138,Tennessee,47,470,Shelby County,157,1570,21138,,,,Census Tract 211.38,Census Tract 211.38,"Census Tract 211.38, Shelby County, Tennessee",,,,1136.0,1980.0,,,,29.0,1061.0,,,,1.0,14.0,,,,45.0,267.0,12.0,65.0,,,,694.0,1658.0,,,,694.0,1608.0,,,,0.0,50.0,,,,38.0,20.0,0.0,0.0,1223.0,0.0,0.0,3387.0
G4701570021139,,,,,G4701570021139,G4701570021139,Tennessee,47,470,Shelby County,157,1570,21139,,,,,Census Tract 211.39,"Census Tract 211.39, Shelby County, Tennessee",,,,,3285.0,,,,,624.0,,,,,15.0,,,,,276.0,,63.0,,,,,2256.0,,,,,2130.0,,,,,126.0,,,,,133.0,0.0,0.0,0.0,0.0,0.0,4263.0
G4701570021140,,,,,G4701570021140,G4701570021140,Tennessee,47,470,Shelby County,157,1570,21140,,,,,Census Tract 211.40,"Census Tract 211.40, Shelby County, Tennessee",,,,,3496.0,,,,,927.0,,,,,7.0,,,,,277.0,,80.0,,,,,2911.0,,,,,2780.0,,,,,131.0,,,,,380.0,0.0,0.0,0.0,0.0,0.0,4787.0
G4701570021141,,,,,G4701570021141,G4701570021141,Tennessee,47,470,Shelby County,157,1570,21141,,,,,Census Tract 211.41,"Census Tract 211.41, Shelby County, Tennessee",,,,,4022.0,,,,,2488.0,,,,,23.0,,,,,608.0,,160.0,,,,,4326.0,,,,,3997.0,,,,,320.0,,,,,200.0,0.0,0.0,0.0,0.0,0.0,7301.0
G4701570021142,,,,,G4701570021142,G4701570021142,Tennessee,47,470,Shelby County,157,1570,21142,,,,,Census Tract 211.42,"Census Tract 211.42, Shelby County, Tennessee",,,,,2451.0,,,,,799.0,,,,,10.0,,,,,113.0,,67.0,,,,,2009.0,,,,,1817.0,,,,,192.0,,,,,165.0,0.0,0.0,0.0,0.0,0.0,3440.0
G4701570021200,G47015700212,G47015700212,G47015700212,G4701570021200,G4701570021200,G4701570021200,Tennessee,47,470,Shelby County,157,1570,21200,Tract  212,State: 47 County: 157 Tract: 212,Tract 212,Census Tract 212,Census Tract 212,"Census Tract 212, Shelby County, Tennessee",208.0,866.0,1307.0,1174.0,1004.0,429.0,1177.0,3271.0,3529.0,3251.0,0.0,0.0,21.0,19.0,17.0,0.0,7.0,10.0,27.0,219.0,41.0,35.0,10.0,22.0,0.0,2.0,0.0,5.0,22.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2050.0,4790.0,637.0,4609.0,4526.0
G4701570021300,G47015700213,,,,,,Tennessee,47,470,Shelby County,157,1570,21300,Tract  213,,,,,,7968.0,,,,,480.0,,,,,0.0,,,,,9.0,,,,,,,3203.0,,,,,3081.0,,,,,122.0,,,,,682.0,,,,,0.0,0.0,0.0,8457.0,0.0,0.0
G4701570021310,,G4701570021310,G4701570021310,G4701570021310,,,Tennessee,47,470,Shelby County,157,1570,21310,,State: 47 County: 157 Tract: 213.10,Tract 213.10,Census Tract 213.10,,,,4063.0,5178.0,6090.0,,,68.0,161.0,313.0,,,8.0,7.0,8.0,,,41.0,148.0,260.0,,62.0,,,2371.0,3143.0,3603.0,,,2290.0,3080.0,3580.0,,,81.0,63.0,23.0,,,196.0,238.0,316.0,,0.0,4180.0,6733.0,0.0,5494.0,0.0
G4701570021311,,,,,G4701570021311,G4701570021311,Tennessee,47,470,Shelby County,157,1570,21311,,,,,Census Tract 213.11,"Census Tract 213.11, Shelby County, Tennessee",,,,,4098.0,,,,,435.0,,,,,3.0,,,,,214.0,,28.0,,,,,1845.0,,,,,1753.0,,,,,92.0,,,,,327.0,0.0,0.0,0.0,0.0,0.0,4778.0
G4701570021312,,,,,G4701570021312,G4701570021312,Tennessee,47,470,Shelby County,157,1570,21312,,,,,Census Tract 213.12,"Census Tract 213.12, Shelby County, Tennessee",,,,,1663.0,,,,,288.0,,,,,9.0,,,,,215.0,,31.0,,,,,1380.0,,,,,1305.0,,,,,75.0,,,,,219.0,0.0,0.0,0.0,0.0,0.0,2206.0
G4701570021320,,G4701570021320,G4701570021320,G4701570021320,G4701570021320,G4701570021320,Tennessee,47,470,Shelby County,157,1570,21320,,State: 47 County: 157 Tract: 213.20,Tract 213.20,Census Tract 213.20,Census Tract 213.20,"Census Tract 213.20, Shelby County, Tennessee",,6938.0,6483.0,6021.0,4295.0,,63.0,237.0,546.0,1430.0,,0.0,7.0,7.0,3.0,,67.0,148.0,241.0,123.0,97.0,73.0,,3892.0,3696.0,3692.0,3333.0,,3750.0,3551.0,3632.0,3170.0,,138.0,135.0,60.0,163.0,,245.0,220.0,438.0,127.0,0.0,7068.0,6912.0,0.0,6875.0,5924.0
G4701570021330,,G4701570021330,G4701570021330,,,,Tennessee,47,470,Shelby County,157,1570,21330,,State: 47 County: 157 Tract: 213.30,Tract 213.30,,,,,6256.0,9576.0,,,,28.0,515.0,,,,0.0,5.0,,,,31.0,241.0,,,,,,0.0,6413.0,,,,0.0,6230.0,,,,0.0,183.0,,,,0.0,171.0,,,0.0,6315.0,0.0,0.0,10337.0,0.0
G4701570021331,,,,G4701570021331,G4701570021331,G4701570021331,Tennessee,47,470,Shelby County,157,1570,21331,,,,Census Tract 213.31,Census Tract 213.31,"Census Tract 213.31, Shelby County, Tennessee",,,,2969.0,2276.0,,,,212.0,849.0,,,,3.0,4.0,,,,70.0,85.0,29.0,33.0,,,,1800.0,1898.0,,,,1758.0,1728.0,,,,42.0,170.0,,,,27.0,244.0,0.0,0.0,3283.0,0.0,0.0,3247.0
G4701570021332,,,,G4701570021332,,,Tennessee,47,470,Shelby County,157,1570,21332,,,,Census Tract 213.32,,,,,,5352.0,,,,,1305.0,,,,,12.0,,,,,404.0,,91.0,,,,,4310.0,,,,,4198.0,,,,,112.0,,,,,426.0,,0.0,0.0,7164.0,0.0,0.0,0.0
G4701570021333,,,,,G4701570021333,G4701570021333,Tennessee,47,470,Shelby County,157,1570,21333,,,,,Census Tract 213.33,"Census Tract 213.33, Shelby County, Tennessee",,,,,2092.0,,,,,1592.0,,,,,12.0,,,,,242.0,,55.0,,,,,2154.0,,,,,1955.0,,,,,175.0,,,,,400.0,0.0,0.0,0.0,0.0,0.0,3993.0
G4701570021334,,,,,G4701570021334,G4701570021334,Tennessee,47,470,Shelby County,157,1570,21334,,,,,Census Tract 213.34,"Census Tract 213.34, Shelby County, Tennessee",,,,,1254.0,,,,,2213.0,,,,,6.0,,,,,192.0,,45.0,,,,,2136.0,,,,,1965.0,,,,,171.0,,,,,232.0,0.0,0.0,0.0,0.0,0.0,3710.0
G4701570021340,,G4701570021340,G4701570021340,,,,Tennessee,47,470,Shelby County,157,1570,21340,,State: 47 County: 157 Tract: 213.40,Tract 213.40,,,,,3852.0,8112.0,,,,129.0,172.0,,,,5.0,5.0,,,,12.0,192.0,,,,,,1815.0,4383.0,,,,1750.0,4232.0,,,,65.0,127.0,,,,84.0,93.0,,,0.0,3998.0,0.0,0.0,8481.0,0.0
G4701570021341,,,,G4701570021341,G4701570021341,G4701570021341,Tennessee,47,470,Shelby County,157,1570,21341,,,,Census Tract 213.41,Census Tract 213.41,"Census Tract 213.41, Shelby County, Tennessee",,,,4835.0,4567.0,,,,169.0,205.0,,,,5.0,10.0,,,,163.0,225.0,61.0,48.0,,,,2592.0,2718.0,,,,2507.0,2530.0,,,,78.0,188.0,,,,61.0,187.0,0.0,0.0,5233.0,0.0,0.0,5055.0
G4701570021342,,,,G4701570021342,G4701570021342,G4701570021342,Tennessee,47,470,Shelby County,157,1570,21342,,,,Census Tract 213.42,Census Tract 213.42,"Census Tract 213.42, Shelby County, Tennessee",,,,5966.0,5004.0,,,,672.0,2939.0,,,,7.0,27.0,,,,302.0,911.0,72.0,123.0,,,,4214.0,5024.0,,,,4154.0,4731.0,,,,60.0,293.0,,,,167.0,709.0,0.0,0.0,7019.0,0.0,0.0,9004.0
G4701570021350,,G4701570021350,,,,,Tennessee,47,470,Shelby County,157,1570,21350,,State: 47 County: 157 Tract: 213.50,,,,,,9334.0,,,,,96.0,,,,,18.0,,,,,141.0,,,,,,,4275.0,,,,,4121.0,,,,,128.0,,,,,195.0,,,,0.0,9589.0,0.0,0.0,0.0,0.0
G4701570021351,,,G4701570021351,G4701570021351,G4701570021351,G4701570021351,Tennessee,47,470,Shelby County,157,1570,21351,,,Tract 213.51,Census Tract 213.51,Census Tract 213.51,"Census Tract 213.51, Shelby County, Tennessee",,,4110.0,4129.0,4109.0,,,70.0,113.0,169.0,,,8.0,7.0,8.0,,,134.0,236.0,377.0,46.0,63.0,,,2346.0,2451.0,2188.0,,,2274.0,2387.0,2115.0,,,60.0,50.0,73.0,,,69.0,128.0,168.0,0.0,0.0,4531.0,0.0,4322.0,4726.0
G4701570021352,,,G4701570021352,G4701570021352,G4701570021352,G4701570021352,Tennessee,47,470,Shelby County,157,1570,21352,,,Tract 213.52,Census Tract 213.52,Census Tract 213.52,"Census Tract 213.52, Shelby County, Tennessee",,,6834.0,6913.0,6266.0,,,140.0,126.0,139.0,,,22.0,13.0,16.0,,,210.0,251.0,360.0,64.0,86.0,,,3753.0,3650.0,3620.0,,,3697.0,3623.0,3416.0,,,56.0,27.0,190.0,,,0.0,112.0,167.0,0.0,0.0,7367.0,0.0,7206.0,6867.0
G4701570021353,,,G4701570021353,G4701570021353,G4701570021353,G4701570021353,Tennessee,47,470,Shelby County,157,1570,21353,,,Tract 213.53,Census Tract 213.53,Census Tract 213.53,"Census Tract 213.53, Shelby County, Tennessee",,,4128.0,6685.0,8191.0,,,71.0,173.0,261.0,,,9.0,9.0,16.0,,,126.0,324.0,715.0,53.0,112.0,,,1968.0,3427.0,4860.0,,,1923.0,3358.0,4540.0,,,45.0,61.0,320.0,,,65.0,287.0,168.0,0.0,0.0,7244.0,0.0,4334.0,9295.0
G4701570021355,,,G4701570021355,,,,Tennessee,47,470,Shelby County,157,1570,21355,,,Tract 213.55,,,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0
G4701570021400,G47015700214,,,,,,Tennessee,47,470,Shelby County,157,1570,21400,Tract  214,,,,,,3148.0,,,,,141.0,,,,,2.0,,,,,1.0,,,,,,,1213.0,,,,,1172.0,,,,,41.0,,,,,180.0,,,,,0.0,0.0,0.0,3292.0,0.0,0.0
G4701570021410,,G4701570021410,G4701570021410,G4701570021410,G4701570021410,G4701570021410,Tennessee,47,470,Shelby County,157,1570,21410,,State: 47 County: 157 Tract: 214.10,Tract 214.10,Census Tract 214.10,Census Tract 214.10,"Census Tract 214.10, Shelby County, Tennessee",,2776.0,2405.0,2634.0,2678.0,,0.0,28.0,45.0,56.0,,20.0,7.0,5.0,10.0,,46.0,81.0,99.0,118.0,26.0,28.0,,0.0,1423.0,1565.0,1391.0,,0.0,1400.0,1522.0,1339.0,,0.0,23.0,35.0,52.0,,0.0,19.0,43.0,117.0,0.0,2842.0,2809.0,0.0,2521.0,2890.0
G4701570021420,,G4701570021420,G4701570021420,G4701570021420,G4701570021420,G4701570021420,Tennessee,47,470,Shelby County,157,1570,21420,,State: 47 County: 157 Tract: 214.20,Tract 214.20,Census Tract 214.20,Census Tract 214.20,"Census Tract 214.20, Shelby County, Tennessee",,2741.0,3037.0,3059.0,2941.0,,20.0,61.0,110.0,139.0,,0.0,2.0,2.0,4.0,,45.0,80.0,135.0,128.0,33.0,32.0,,1326.0,1608.0,1825.0,1938.0,,1286.0,1556.0,1792.0,1843.0,,30.0,44.0,33.0,95.0,,22.0,60.0,61.0,122.0,0.0,2806.0,3339.0,0.0,3180.0,3244.0
G4701570021430,,G4701570021430,G4701570021430,G4701570021430,G4701570021430,G4701570021430,Tennessee,47,470,Shelby County,157,1570,21430,,State: 47 County: 157 Tract: 214.30,Tract 214.30,Census Tract 214.30,Census Tract 214.30,"Census Tract 214.30, Shelby County, Tennessee",,3871.0,3749.0,3655.0,3688.0,,17.0,86.0,98.0,266.0,,0.0,9.0,17.0,12.0,,25.0,108.0,86.0,131.0,34.0,41.0,,1994.0,2178.0,2203.0,2188.0,,1933.0,2149.0,2129.0,2136.0,,61.0,29.0,66.0,52.0,,105.0,73.0,60.0,119.0,0.0,3913.0,3890.0,0.0,3952.0,4138.0
