nhgiscode,gjoin1970,gjoin1980,gjoin1990,gjoin2000,gjoin2010,gjoin2012,state,statefp,statenh,county,countyfp,countynh,tracta,name1970,name1980,name1990,name2000,name2010,name2012,r_wh_1970,r_wh_1980,r_wh_1990,r_wh_2000,r_wh_2010,r_bl_1970,r_bl_1980,r_bl_1990,r_bl_2000,r_bl_2010,r_ai_1970,r_ai_1980,r_ai_1990,r_ai_2000,r_ai_2010,r_as_1970,r_as_1980,r_as_1990,r_as_2000,r_as_2010,r_2m_2000,r_2m_2010,emp_tot_1970,emp_tot_1980,emp_tot_1990,emp_tot_2000,emp_tot_2012,emp_1970,emp_1980,emp_1990,emp_2000,emp_2012,emp_un_1970,emp_un_1980,emp_un_1990,emp_un_2000,emp_un_2012,pov_1970,pov_1980,pov_1990,pov_2000,pov_2012,pop_2012,pop_1980,pop_2000,pop_1970,pop_1990,pop_2010
G4701570000100,G47015700001,G47015700001,G47015700001,G4701570000100,G4701570000100,G4701570000100,Tennessee,47,470,Shelby County,157,1570,100,Tract    1,State: 47 County: 157 Tract: 1,Tract 1,Census Tract 1,Census Tract 1,"Census Tract 1, Shelby County, Tennessee",6.0,0.0,425.0,2030.0,3656.0,1918.0,1147.0,832.0,686.0,849.0,1.0,8.0,7.0,4.0,12.0,7.0,0.0,14.0,177.0,807.0,37.0,70.0,595.0,375.0,578.0,1889.0,3699.0,530.0,298.0,544.0,1781.0,3475.0,65.0,77.0,34.0,100.0,215.0,993.0,536.0,537.0,523.0,899.0,0.0,1155.0,2934.0,1932.0,1278.0,5394.0
G4701570000200,G47015700002,G47015700002,G47015700002,G4701570000200,G4701570000200,G4701570000200,Tennessee,47,470,Shelby County,157,1570,200,Tract    2,State: 47 County: 157 Tract: 2,Tract 2,Census Tract 2,Census Tract 2,"Census Tract 2, Shelby County, Tennessee",91.0,13.0,10.0,13.0,18.0,4135.0,2789.0,2155.0,1436.0,982.0,3.0,0.0,8.0,1.0,0.0,6.0,15.0,4.0,1.0,6.0,15.0,27.0,1293.0,780.0,721.0,369.0,371.0,1139.0,651.0,548.0,273.0,342.0,154.0,129.0,173.0,96.0,29.0,2028.0,1810.0,1300.0,925.0,292.0,0.0,2817.0,1466.0,4235.0,2177.0,1033.0
G4701570000300,G47015700003,G47015700003,G47015700003,G4701570000300,G4701570000300,G4701570000300,Tennessee,47,470,Shelby County,157,1570,300,Tract    3,State: 47 County: 157 Tract: 3,Tract 3,Census Tract 3,Census Tract 3,"Census Tract 3, Shelby County, Tennessee",311.0,99.0,60.0,28.0,7.0,5174.0,3868.0,3199.0,2053.0,1048.0,1.0,0.0,3.0,2.0,2.0,22.0,0.0,19.0,0.0,1.0,10.0,2.0,1574.0,1141.0,1077.0,545.0,609.0,1441.0,877.0,823.0,354.0,520.0,133.0,259.0,254.0,191.0,89.0,3051.0,2420.0,1975.0,1145.0,497.0,0.0,3967.0,2093.0,5508.0,3281.0,1060.0
G4701570000400,G47015700004,G47015700004,G47015700004,G4701570000400,G4701570000400,G4701570000400,Tennessee,47,470,Shelby County,157,1570,400,Tract    4,State: 47 County: 157 Tract: 4,Tract 4,Census Tract 4,Census Tract 4,"Census Tract 4, Shelby County, Tennessee",668.0,173.0,92.0,102.0,40.0,4338.0,3365.0,2767.0,2230.0,1630.0,1.0,0.0,0.0,3.0,2.0,8.0,0.0,3.0,43.0,44.0,19.0,11.0,1504.0,1099.0,1014.0,755.0,699.0,1385.0,921.0,777.0,538.0,541.0,119.0,178.0,218.0,217.0,158.0,2428.0,1718.0,1354.0,1088.0,706.0,0.0,3538.0,2397.0,5015.0,2862.0,1727.0
G4701570000500,G47015700005,G47015700005,G47015700005,G4701570000500,,,Tennessee,47,470,Shelby County,157,1570,500,Tract    5,State: 47 County: 157 Tract: 5,Tract 5,Census Tract 5,,,181.0,0.0,17.0,11.0,,1112.0,933.0,899.0,834.0,,0.0,0.0,1.0,0.0,,5.0,0.0,0.0,1.0,,6.0,,571.0,378.0,398.0,379.0,,557.0,340.0,333.0,293.0,,14.0,38.0,65.0,86.0,,429.0,298.0,415.0,227.0,,0.0,933.0,852.0,1298.0,917.0,0.0
G4701570000600,G47015700006,G47015700006,G47015700006,G4701570000600,G4701570000600,G4701570000600,Tennessee,47,470,Shelby County,157,1570,600,Tract    6,State: 47 County: 157 Tract: 6,Tract 6,Census Tract 6,Census Tract 6,"Census Tract 6, Shelby County, Tennessee",23.0,15.0,76.0,20.0,5.0,5537.0,4702.0,3837.0,2899.0,2119.0,1.0,12.0,1.0,0.0,4.0,1.0,10.0,1.0,9.0,0.0,10.0,24.0,1918.0,1608.0,1474.0,963.0,794.0,1759.0,1366.0,1069.0,818.0,557.0,159.0,242.0,405.0,145.0,237.0,2315.0,2214.0,1892.0,1088.0,1647.0,0.0,4739.0,2938.0,5562.0,3915.0,2152.0
G4701570000700,G47015700007,G47015700007,G47015700007,G4701570000700,G4701570000700,G4701570000700,Tennessee,47,470,Shelby County,157,1570,700,Tract    7,State: 47 County: 157 Tract: 7,Tract 7,Census Tract 7,Census Tract 7,"Census Tract 7, Shelby County, Tennessee",2981.0,1238.0,1046.0,629.0,347.0,4606.0,5447.0,5370.0,4890.0,4405.0,5.0,0.0,3.0,1.0,6.0,14.0,12.0,28.0,82.0,51.0,39.0,52.0,3348.0,3136.0,2998.0,2310.0,2187.0,3201.0,2795.0,2593.0,2124.0,1763.0,132.0,341.0,398.0,186.0,424.0,1551.0,1742.0,2125.0,1872.0,1875.0,0.0,6697.0,5641.0,7606.0,6447.0,4861.0
G4701570000800,G47015700008,G47015700008,G47015700008,G4701570000800,G4701570000800,G4701570000800,Tennessee,47,470,Shelby County,157,1570,800,Tract    8,State: 47 County: 157 Tract: 8,Tract 8,Census Tract 8,Census Tract 8,"Census Tract 8, Shelby County, Tennessee",201.0,42.0,28.0,20.0,16.0,5887.0,5252.0,4285.0,3385.0,2638.0,5.0,0.0,2.0,2.0,16.0,3.0,10.0,0.0,8.0,1.0,23.0,13.0,1851.0,1835.0,1680.0,1072.0,786.0,1683.0,1490.0,1374.0,889.0,614.0,168.0,345.0,306.0,183.0,172.0,2748.0,2479.0,1906.0,1617.0,1413.0,0.0,5304.0,3438.0,6096.0,4315.0,2684.0
G4701570000900,G47015700009,G47015700009,G47015700009,G4701570000900,G4701570000900,G4701570000900,Tennessee,47,470,Shelby County,157,1570,900,Tract    9,State: 47 County: 157 Tract: 9,Tract 9,Census Tract 9,Census Tract 9,"Census Tract 9, Shelby County, Tennessee",423.0,83.0,53.0,49.0,47.0,7331.0,5925.0,4632.0,3621.0,2813.0,1.0,0.0,5.0,0.0,2.0,26.0,17.0,7.0,9.0,14.0,15.0,8.0,2875.0,2246.0,2061.0,1406.0,1177.0,2631.0,1911.0,1700.0,1269.0,943.0,229.0,335.0,354.0,137.0,234.0,2592.0,2281.0,1541.0,1384.0,1310.0,0.0,6025.0,3694.0,7781.0,4697.0,2884.0
G4701570001000,G47015700010,G47015700010,G47015700010,G4701570001000,,,Tennessee,47,470,Shelby County,157,1570,1000,Tract   10,State: 47 County: 157 Tract: 10,Tract 10,Census Tract 10,,,6.0,0.0,5.0,5.0,,1263.0,1041.0,721.0,531.0,,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,1.0,,2.0,,416.0,302.0,283.0,198.0,,371.0,275.0,230.0,176.0,,45.0,27.0,53.0,22.0,,598.0,514.0,434.0,221.0,,0.0,1041.0,540.0,1269.0,727.0,0.0
G4701570001100,G47015700011,G47015700011,G47015700011,G4701570001100,G4701570001100,G4701570001100,Tennessee,47,470,Shelby County,157,1570,1100,Tract   11,State: 47 County: 157 Tract: 11,Tract 11,Census Tract 11,Census Tract 11,"Census Tract 11, Shelby County, Tennessee",4477.0,3439.0,2961.0,1973.0,1342.0,6.0,156.0,464.0,1354.0,1612.0,7.0,0.0,24.0,20.0,19.0,9.0,0.0,26.0,236.0,570.0,104.0,123.0,1972.0,1746.0,1571.0,1636.0,1844.0,1886.0,1617.0,1426.0,1537.0,1585.0,86.0,129.0,139.0,97.0,259.0,340.0,384.0,611.0,777.0,1136.0,0.0,3595.0,3687.0,4499.0,3475.0,3666.0
G4701570001200,G47015700012,G47015700012,G47015700012,G4701570001200,G4701570001200,G4701570001200,Tennessee,47,470,Shelby County,157,1570,1200,Tract   12,State: 47 County: 157 Tract: 12,Tract 12,Census Tract 12,Census Tract 12,"Census Tract 12, Shelby County, Tennessee",4452.0,3742.0,3465.0,2944.0,2114.0,3.0,4.0,101.0,464.0,839.0,0.0,0.0,8.0,20.0,6.0,3.0,11.0,31.0,245.0,653.0,100.0,121.0,2195.0,1965.0,1807.0,2022.0,1810.0,2154.0,1843.0,1693.0,1955.0,1572.0,36.0,122.0,105.0,67.0,226.0,142.0,338.0,293.0,579.0,1117.0,0.0,3757.0,3773.0,4458.0,3605.0,3733.0
G4701570001300,G47015700013,G47015700013,G47015700013,G4701570001300,G4701570001300,G4701570001300,Tennessee,47,470,Shelby County,157,1570,1300,Tract   13,State: 47 County: 157 Tract: 13,Tract 13,Census Tract 13,Census Tract 13,"Census Tract 13, Shelby County, Tennessee",4694.0,3102.0,2222.0,1026.0,558.0,1.0,749.0,1920.0,2844.0,2841.0,3.0,31.0,11.0,9.0,13.0,13.0,147.0,75.0,219.0,350.0,82.0,55.0,2205.0,1631.0,1760.0,1671.0,1312.0,2097.0,1472.0,1647.0,1507.0,1055.0,96.0,153.0,113.0,164.0,257.0,480.0,931.0,1276.0,1416.0,1800.0,0.0,4029.0,4180.0,4711.0,4228.0,3817.0
G4701570001400,G47015700014,G47015700014,G47015700014,G4701570001400,G4701570001400,G4701570001400,Tennessee,47,470,Shelby County,157,1570,1400,Tract   14,State: 47 County: 157 Tract: 14,Tract 14,Census Tract 14,Census Tract 14,"Census Tract 14, Shelby County, Tennessee",1638.0,1086.0,673.0,298.0,148.0,1020.0,900.0,1201.0,1467.0,1305.0,0.0,9.0,5.0,11.0,3.0,3.0,0.0,6.0,29.0,169.0,7.0,23.0,1072.0,930.0,818.0,749.0,399.0,1016.0,835.0,710.0,673.0,340.0,43.0,95.0,108.0,76.0,59.0,748.0,491.0,675.0,592.0,290.0,0.0,1995.0,1812.0,2661.0,1885.0,1648.0
G4701570001500,G47015700015,G47015700015,G47015700015,G4701570001500,G4701570001500,G4701570001500,Tennessee,47,470,Shelby County,157,1570,1500,Tract   15,State: 47 County: 157 Tract: 15,Tract 15,Census Tract 15,Census Tract 15,"Census Tract 15, Shelby County, Tennessee",2487.0,1033.0,594.0,345.0,250.0,63.0,1805.0,1954.0,1723.0,1432.0,5.0,0.0,4.0,3.0,0.0,4.0,0.0,9.0,87.0,44.0,13.0,19.0,1147.0,1193.0,1384.0,960.0,782.0,1093.0,1046.0,1271.0,796.0,537.0,46.0,136.0,113.0,164.0,245.0,393.0,849.0,579.0,641.0,711.0,0.0,2838.0,2171.0,2559.0,2561.0,1745.0
G4701570001600,G47015700016,G47015700016,G47015700016,G4701570001600,G4701570001600,G4701570001600,Tennessee,47,470,Shelby County,157,1570,1600,Tract   16,State: 47 County: 157 Tract: 16,Tract 16,Census Tract 16,Census Tract 16,"Census Tract 16, Shelby County, Tennessee",3265.0,2852.0,2944.0,2742.0,2708.0,46.0,209.0,185.0,263.0,304.0,0.0,0.0,5.0,3.0,4.0,16.0,7.0,29.0,52.0,94.0,35.0,48.0,1270.0,1326.0,1644.0,1751.0,1792.0,1226.0,1267.0,1606.0,1527.0,1558.0,44.0,59.0,38.0,224.0,234.0,260.0,139.0,88.0,73.0,127.0,0.0,3068.0,3095.0,3327.0,3163.0,3158.0
G4701570001700,G47015700017,G47015700017,G47015700017,G4701570001700,G4701570001700,G4701570001700,Tennessee,47,470,Shelby County,157,1570,1700,Tract   17,State: 47 County: 157 Tract: 17,Tract 17,Census Tract 17,Census Tract 17,"Census Tract 17, Shelby County, Tennessee",4813.0,2797.0,1943.0,1656.0,1493.0,65.0,1758.0,2582.0,2616.0,2198.0,2.0,32.0,10.0,9.0,18.0,13.0,0.0,46.0,107.0,82.0,66.0,57.0,2312.0,2115.0,2321.0,2177.0,1898.0,2219.0,1944.0,2150.0,2119.0,1705.0,78.0,171.0,171.0,58.0,193.0,498.0,746.0,666.0,531.0,515.0,0.0,4587.0,4454.0,4893.0,4581.0,3848.0
G4701570001800,G47015700018,G47015700018,G47015700018,G4701570001800,,,Tennessee,47,470,Shelby County,157,1570,1800,Tract   18,State: 47 County: 157 Tract: 18,Tract 18,Census Tract 18,,,2.0,5.0,22.0,10.0,,3476.0,2611.0,2233.0,1962.0,,2.0,0.0,1.0,6.0,,0.0,0.0,4.0,1.0,,11.0,,1243.0,858.0,722.0,689.0,,1153.0,693.0,589.0,518.0,,90.0,165.0,133.0,171.0,,1600.0,1299.0,1242.0,759.0,,0.0,2616.0,1990.0,3480.0,2260.0,0.0
G4701570001900,G47015700019,G47015700019,G47015700019,G4701570001900,G4701570001900,G4701570001900,Tennessee,47,470,Shelby County,157,1570,1900,Tract   19,State: 47 County: 157 Tract: 19,Tract 19,Census Tract 19,Census Tract 19,"Census Tract 19, Shelby County, Tennessee",399.0,151.0,27.0,16.0,15.0,4603.0,3216.0,2592.0,2192.0,1569.0,20.0,0.0,0.0,6.0,3.0,8.0,0.0,1.0,7.0,0.0,9.0,14.0,1597.0,1103.0,1116.0,805.0,588.0,1455.0,988.0,910.0,702.0,416.0,142.0,115.0,206.0,103.0,172.0,2126.0,1215.0,1192.0,1007.0,932.0,0.0,3367.0,2230.0,5030.0,2620.0,1601.0
G4701570002000,G47015700020,G47015700020,G47015700020,G4701570002000,G4701570002000,G4701570002000,Tennessee,47,470,Shelby County,157,1570,2000,Tract   20,State: 47 County: 157 Tract: 20,Tract 20,Census Tract 20,Census Tract 20,"Census Tract 20, Shelby County, Tennessee",1850.0,285.0,79.0,27.0,85.0,3119.0,4448.0,3855.0,2363.0,1848.0,6.0,0.0,2.0,4.0,2.0,11.0,0.0,2.0,4.0,19.0,16.0,15.0,1433.0,1245.0,1083.0,740.0,818.0,1314.0,1055.0,764.0,552.0,635.0,115.0,190.0,319.0,182.0,183.0,2544.0,2533.0,2791.0,1392.0,579.0,0.0,4733.0,2414.0,4986.0,3938.0,1969.0
G4701570002100,G47015700021,G47015700021,G47015700021,G4701570002100,G4701570002100,G4701570002100,Tennessee,47,470,Shelby County,157,1570,2100,Tract   21,State: 47 County: 157 Tract: 21,Tract 21,Census Tract 21,Census Tract 21,"Census Tract 21, Shelby County, Tennessee",140.0,14.0,22.0,21.0,98.0,2739.0,1789.0,1099.0,861.0,1069.0,1.0,0.0,2.0,4.0,0.0,9.0,0.0,1.0,12.0,16.0,13.0,9.0,812.0,628.0,356.0,197.0,589.0,703.0,415.0,320.0,161.0,533.0,109.0,206.0,36.0,36.0,56.0,1534.0,1006.0,675.0,506.0,363.0,0.0,1803.0,911.0,2889.0,1124.0,1192.0
G4701570002200,G47015700022,G47015700022,G47015700022,G4701570002200,,,Tennessee,47,470,Shelby County,157,1570,2200,Tract   22,State: 47 County: 157 Tract: 22,Tract 22,Census Tract 22,,,514.0,183.0,54.0,56.0,,236.0,886.0,859.0,372.0,,2.0,0.0,1.0,1.0,,0.0,0.0,2.0,1.0,,4.0,,241.0,170.0,123.0,138.0,,241.0,134.0,77.0,120.0,,0.0,36.0,46.0,18.0,,626.0,709.0,659.0,273.0,,0.0,1069.0,434.0,752.0,916.0,0.0
G4701570002299,,,G4701570002299,,,,Tennessee,47,470,Shelby County,157,1570,2299,,,Tract 22.99,,,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0
G4701570002300,G47015700023,G47015700023,G47015700023,G4701570002300,,,Tennessee,47,470,Shelby County,157,1570,2300,Tract   23,State: 47 County: 157 Tract: 23,Tract 23,Census Tract 23,,,785.0,215.0,63.0,120.0,,2854.0,2074.0,1479.0,1004.0,,0.0,0.0,2.0,2.0,,3.0,0.0,0.0,22.0,,12.0,,1098.0,680.0,575.0,428.0,,976.0,580.0,383.0,372.0,,122.0,100.0,192.0,56.0,,1974.0,1031.0,1080.0,551.0,,0.0,2289.0,1160.0,3642.0,1544.0,0.0
G4701570002400,G47015700024,G47015700024,G47015700024,G4701570002400,G4701570002400,G4701570002400,Tennessee,47,470,Shelby County,157,1570,2400,Tract   24,State: 47 County: 157 Tract: 24,Tract 24,Census Tract 24,Census Tract 24,"Census Tract 24, Shelby County, Tennessee",1595.0,500.0,191.0,90.0,138.0,3859.0,4709.0,3902.0,3224.0,1329.0,3.0,0.0,11.0,5.0,8.0,8.0,25.0,30.0,18.0,340.0,20.0,24.0,2008.0,1628.0,1528.0,963.0,718.0,1904.0,1351.0,1193.0,752.0,625.0,100.0,277.0,327.0,211.0,93.0,2226.0,2983.0,2327.0,1969.0,727.0,0.0,5234.0,3357.0,5465.0,4134.0,1839.0
G4701570002500,G47015700025,G47015700025,G47015700025,G4701570002500,G4701570002500,G4701570002500,Tennessee,47,470,Shelby County,157,1570,2500,Tract   25,State: 47 County: 157 Tract: 25,Tract 25,Census Tract 25,Census Tract 25,"Census Tract 25, Shelby County, Tennessee",3166.0,2075.0,1583.0,1036.0,1074.0,239.0,1058.0,1496.0,1908.0,1434.0,0.0,0.0,5.0,10.0,7.0,10.0,7.0,126.0,150.0,289.0,57.0,73.0,1755.0,1398.0,1575.0,1500.0,1607.0,1661.0,1286.0,1518.0,1362.0,1485.0,89.0,100.0,57.0,138.0,122.0,539.0,720.0,752.0,802.0,929.0,0.0,3140.0,3161.0,3415.0,3210.0,2877.0
G4701570002600,G47015700026,G47015700026,G47015700026,G4701570002600,G4701570002600,G4701570002600,Tennessee,47,470,Shelby County,157,1570,2600,Tract   26,State: 47 County: 157 Tract: 26,Tract 26,Census Tract 26,Census Tract 26,"Census Tract 26, Shelby County, Tennessee",2688.0,2247.0,2106.0,2196.0,2168.0,47.0,0.0,59.0,167.0,193.0,2.0,0.0,1.0,13.0,6.0,17.0,43.0,19.0,44.0,94.0,39.0,50.0,1279.0,1260.0,1360.0,1591.0,1623.0,1245.0,1248.0,1315.0,1568.0,1485.0,16.0,12.0,45.0,23.0,138.0,280.0,338.0,140.0,294.0,163.0,0.0,2290.0,2459.0,2754.0,2185.0,2511.0
G4701570002700,G47015700027,G47015700027,G47015700027,G4701570002700,G4701570002700,G4701570002700,Tennessee,47,470,Shelby County,157,1570,2700,Tract   27,State: 47 County: 157 Tract: 27,Tract 27,Census Tract 27,Census Tract 27,"Census Tract 27, Shelby County, Tennessee",2303.0,1570.0,1352.0,905.0,669.0,9.0,304.0,484.0,890.0,872.0,3.0,0.0,8.0,7.0,2.0,7.0,52.0,84.0,463.0,412.0,42.0,63.0,998.0,903.0,1045.0,1165.0,1018.0,949.0,872.0,966.0,1083.0,862.0,49.0,31.0,79.0,82.0,156.0,400.0,356.0,526.0,511.0,1441.0,0.0,1926.0,2307.0,2322.0,1928.0,2018.0
G4701570002800,G47015700028,G47015700028,G47015700028,G4701570002800,G4701570002800,G4701570002800,Tennessee,47,470,Shelby County,157,1570,2800,Tract   28,State: 47 County: 157 Tract: 28,Tract 28,Census Tract 28,Census Tract 28,"Census Tract 28, Shelby County, Tennessee",1880.0,856.0,557.0,460.0,403.0,4211.0,4751.0,5001.0,3595.0,3191.0,3.0,0.0,4.0,1.0,3.0,12.0,0.0,6.0,36.0,121.0,36.0,44.0,2635.0,2166.0,2126.0,1465.0,1536.0,2468.0,1835.0,1703.0,1068.0,1338.0,158.0,331.0,423.0,397.0,198.0,1925.0,2134.0,2630.0,1863.0,1694.0,0.0,5607.0,4128.0,6106.0,5568.0,3762.0
G4701570002900,G47015700029,G47015700029,G47015700029,G4701570002900,G4701570002900,G4701570002900,Tennessee,47,470,Shelby County,157,1570,2900,Tract   29,State: 47 County: 157 Tract: 29,Tract 29,Census Tract 29,Census Tract 29,"Census Tract 29, Shelby County, Tennessee",5488.0,4700.0,4674.0,4452.0,4231.0,20.0,0.0,22.0,97.0,226.0,0.0,0.0,8.0,3.0,6.0,5.0,21.0,19.0,77.0,117.0,40.0,57.0,2577.0,2277.0,2438.0,2591.0,2698.0,2549.0,2183.0,2399.0,2567.0,2521.0,28.0,94.0,24.0,24.0,177.0,338.0,176.0,143.0,282.0,473.0,0.0,4721.0,4669.0,5513.0,4723.0,4637.0
G4701570003000,G47015700030,G47015700030,G47015700030,G4701570003000,G4701570003000,G4701570003000,Tennessee,47,470,Shelby County,157,1570,3000,Tract   30,State: 47 County: 157 Tract: 30,Tract 30,Census Tract 30,Census Tract 30,"Census Tract 30, Shelby County, Tennessee",2899.0,1683.0,1415.0,1327.0,1245.0,2987.0,2909.0,2144.0,1796.0,1571.0,0.0,0.0,0.0,7.0,8.0,7.0,7.0,83.0,102.0,69.0,21.0,45.0,2446.0,2025.0,1531.0,1234.0,1331.0,2261.0,1810.0,1349.0,1150.0,1071.0,180.0,215.0,182.0,84.0,260.0,1542.0,1259.0,965.0,727.0,623.0,0.0,4599.0,3253.0,5893.0,3642.0,2938.0
G4701570003100,G47015700031,G47015700031,G47015700031,G4701570003100,G4701570003100,G4701570003100,Tennessee,47,470,Shelby County,157,1570,3100,Tract   31,State: 47 County: 157 Tract: 31,Tract 31,Census Tract 31,Census Tract 31,"Census Tract 31, Shelby County, Tennessee",4517.0,3248.0,3241.0,2715.0,2661.0,21.0,106.0,172.0,344.0,553.0,3.0,25.0,8.0,6.0,12.0,16.0,52.0,35.0,89.0,119.0,28.0,65.0,2039.0,1968.0,2139.0,2105.0,2419.0,1960.0,1891.0,2063.0,1963.0,2325.0,75.0,77.0,76.0,134.0,87.0,522.0,303.0,354.0,432.0,488.0,0.0,3431.0,3182.0,4557.0,3456.0,3410.0
G4701570003200,G47015700032,G47015700032,G47015700032,G4701570003200,G4701570003200,G4701570003200,Tennessee,47,470,Shelby County,157,1570,3200,Tract   32,State: 47 County: 157 Tract: 32,Tract 32,Census Tract 32,Census Tract 32,"Census Tract 32, Shelby County, Tennessee",4046.0,3514.0,3503.0,2991.0,2723.0,342.0,297.0,426.0,669.0,970.0,2.0,22.0,15.0,12.0,11.0,18.0,66.0,49.0,100.0,82.0,62.0,70.0,2205.0,2101.0,2307.0,2436.0,1998.0,2114.0,2038.0,2245.0,2243.0,1843.0,91.0,63.0,62.0,193.0,155.0,836.0,689.0,566.0,686.0,658.0,0.0,3899.0,3834.0,4408.0,3993.0,3856.0
G4701570003300,G47015700033,G47015700033,G47015700033,G4701570003300,G4701570003300,G4701570003300,Tennessee,47,470,Shelby County,157,1570,3300,Tract   33,State: 47 County: 157 Tract: 33,Tract 33,Census Tract 33,Census Tract 33,"Census Tract 33, Shelby County, Tennessee",2947.0,2318.0,2218.0,2078.0,1977.0,16.0,50.0,69.0,57.0,86.0,7.0,0.0,5.0,2.0,8.0,17.0,110.0,36.0,34.0,35.0,24.0,35.0,1290.0,1374.0,1453.0,1471.0,1523.0,1257.0,1340.0,1387.0,1432.0,1507.0,27.0,34.0,60.0,39.0,16.0,265.0,241.0,148.0,106.0,119.0,0.0,2478.0,2195.0,2987.0,2328.0,2141.0
G4701570003400,G47015700034,G47015700034,G47015700034,G4701570003400,G4701570003400,G4701570003400,Tennessee,47,470,Shelby County,157,1570,3400,Tract   34,State: 47 County: 157 Tract: 34,Tract 34,Census Tract 34,Census Tract 34,"Census Tract 34, Shelby County, Tennessee",2570.0,2039.0,1879.0,1723.0,1440.0,221.0,268.0,295.0,472.0,536.0,1.0,0.0,8.0,6.0,11.0,11.0,12.0,34.0,66.0,74.0,45.0,38.0,1585.0,1427.0,1602.0,1565.0,1491.0,1512.0,1394.0,1478.0,1508.0,1425.0,65.0,33.0,124.0,57.0,66.0,350.0,381.0,367.0,277.0,377.0,0.0,2319.0,2312.0,2803.0,2216.0,2099.0
G4701570003500,G47015700035,G47015700035,G47015700035,G4701570003500,G4701570003500,G4701570003500,Tennessee,47,470,Shelby County,157,1570,3500,Tract   35,State: 47 County: 157 Tract: 35,Tract 35,Census Tract 35,Census Tract 35,"Census Tract 35, Shelby County, Tennessee",3727.0,3137.0,2910.0,2589.0,2232.0,28.0,71.0,237.0,391.0,639.0,0.0,5.0,9.0,5.0,13.0,24.0,8.0,36.0,66.0,76.0,50.0,36.0,1922.0,1663.0,1860.0,1999.0,1986.0,1840.0,1574.0,1801.0,1933.0,1815.0,57.0,85.0,59.0,66.0,171.0,498.0,299.0,181.0,282.0,279.0,0.0,3221.0,3101.0,3779.0,3192.0,2996.0
G4701570003600,G47015700036,G47015700036,G47015700036,G4701570003600,G4701570003600,G4701570003600,Tennessee,47,470,Shelby County,157,1570,3600,Tract   36,State: 47 County: 157 Tract: 36,Tract 36,Census Tract 36,Census Tract 36,"Census Tract 36, Shelby County, Tennessee",3198.0,1848.0,1032.0,1002.0,749.0,435.0,1315.0,1576.0,826.0,833.0,10.0,9.0,10.0,8.0,11.0,25.0,57.0,553.0,1089.0,401.0,91.0,45.0,2172.0,1585.0,1738.0,1761.0,980.0,2001.0,1370.0,1541.0,1583.0,910.0,129.0,215.0,191.0,178.0,70.0,833.0,1051.0,1308.0,886.0,716.0,0.0,3229.0,3016.0,3668.0,3171.0,2039.0
G4701570003700,G47015700037,G47015700037,G47015700037,G4701570003700,G4701570003700,G4701570003700,Tennessee,47,470,Shelby County,157,1570,3700,Tract   37,State: 47 County: 157 Tract: 37,Tract 37,Census Tract 37,Census Tract 37,"Census Tract 37, Shelby County, Tennessee",1462.0,960.0,649.0,248.0,345.0,237.0,314.0,799.0,974.0,921.0,1.0,0.0,2.0,2.0,3.0,20.0,0.0,20.0,12.0,54.0,26.0,22.0,764.0,554.0,443.0,354.0,632.0,723.0,536.0,421.0,299.0,598.0,35.0,18.0,22.0,55.0,34.0,459.0,398.0,582.0,508.0,442.0,0.0,1274.0,1262.0,1720.0,1470.0,1345.0
G4701570003800,G47015700038,G47015700038,G47015700038,G4701570003800,G4701570003800,G4701570003800,Tennessee,47,470,Shelby County,157,1570,3800,Tract   38,State: 47 County: 157 Tract: 38,Tract 38,Census Tract 38,Census Tract 38,"Census Tract 38, Shelby County, Tennessee",1723.0,1504.0,947.0,645.0,273.0,292.0,806.0,668.0,838.0,613.0,1.0,15.0,4.0,2.0,8.0,9.0,52.0,30.0,216.0,128.0,41.0,26.0,686.0,536.0,385.0,564.0,588.0,631.0,472.0,350.0,513.0,558.0,45.0,64.0,35.0,51.0,30.0,238.0,800.0,335.0,584.0,461.0,0.0,2377.0,1742.0,2025.0,1649.0,1048.0
G4701570003900,G47015700039,G47015700039,G47015700039,G4701570003900,G4701570003900,G4701570003900,Tennessee,47,470,Shelby County,157,1570,3900,Tract   39,State: 47 County: 157 Tract: 39,Tract 39,Census Tract 39,Census Tract 39,"Census Tract 39, Shelby County, Tennessee",1108.0,1343.0,788.0,282.0,155.0,81.0,541.0,1149.0,871.0,937.0,2.0,0.0,1.0,1.0,7.0,23.0,114.0,118.0,65.0,66.0,19.0,19.0,677.0,863.0,958.0,597.0,624.0,668.0,814.0,920.0,399.0,556.0,9.0,49.0,29.0,198.0,53.0,241.0,704.0,777.0,454.0,585.0,0.0,1998.0,1238.0,1214.0,2056.0,1184.0
G4701570004000,G47015700040,G47015700040,G47015700040,G4701570004000,,,Tennessee,47,470,Shelby County,157,1570,4000,Tract   40,State: 47 County: 157 Tract: 40,Tract 40,Census Tract 40,,,69.0,339.0,79.0,52.0,,5778.0,3381.0,2906.0,1614.0,,1.0,7.0,3.0,3.0,,6.0,7.0,1.0,6.0,,13.0,,1702.0,870.0,692.0,397.0,,1512.0,613.0,478.0,259.0,,184.0,257.0,214.0,138.0,,3722.0,2535.0,2342.0,1325.0,,0.0,3734.0,1688.0,5854.0,2989.0,0.0
